name,age,bp,position,height,weight,foot,growth,value,wage,release_clause,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,total_stats,base_stats,w/f,sm,a/w,d/w,ir,pac,sho,pas,dri,def,phy,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,ova
V. Verre,26,CAM,CAM CF CM,180.34,69.3,Right,3,7000000.0,17000,13100000.0,70,74,66,75,70.0,74,72.0,72,70,77,71,66,72.0,76,75.0,75,70.0,72,62,72,66,64.0,75.0,73.0,75,72.0,65,65,65.0,5,13,9,8,11,2025,421,4,3,Medium,Medium,1,68,74,73,75,65,66,20,73,73,73,73,74,74,74,73,74,74,74,73,73,73,73,73,70,69,69,69,70,69,66,66,66,69,17,74
Ever Rodeiro,24,CAM,CAM CM,172.72,70.65,Right,0,600000.0,5000,1100000.0,64,50,51,73,62.0,65,56.0,45,53,75,64,55,69.0,60,80.0,71,75.0,61,58,70,60,70.0,67.0,59.0,67,72.0,10,59,62.0,7,16,13,7,9,1763,358,3,3,Medium,High,1,59,61,63,69,46,60,3,62,62,62,65,65,65,65,65,65,65,65,64,65,65,65,64,61,59,59,59,61,59,55,55,55,59,15,65
J. Hauge,20,RM,LW,182.88,74.25,Right,9,6000000.0,4000,8700000.0,69,69,49,68,56.0,74,66.0,54,63,73,89,85,80.0,70,72.0,68,56.0,83,67,68,45,39.0,71.0,73.0,65,74.0,43,43,37.0,9,7,14,9,8,1842,405,3,4,High,Medium,1,87,68,68,74,42,66,1700,69,69,69,73,72,72,72,73,72,72,72,73,68,68,68,73,62,57,57,57,62,59,50,50,50,59,15,73
D. Offenbacher,28,CAM,CM CDM,175.26,69.3,Left,0,375000.0,3000,544000.0,61,54,48,63,58.0,64,73.0,69,62,66,73,67,82.0,60,83.0,70,66.0,64,65,70,72,62.0,60.0,66.0,64,62.0,52,60,57.0,6,14,10,16,6,1863,385,3,3,Medium,Medium,1,70,61,64,67,57,66,5,61,61,61,64,63,63,63,64,64,64,64,64,63,63,63,64,62,62,62,62,62,61,60,60,60,61,16,63
Pol Freixanet,28,GK,GK,190.5,79.2,Right,1,450000.0,2000,731000.0,35,13,11,26,12.0,17,34.0,20,32,29,46,49,45.0,64,41.0,44,60.0,42,66,10,16,28.0,14.0,25.0,24,46.0,14,19,16.0,64,69,59,60,66,1170,366,2,1,Medium,Medium,1,64,69,59,66,48,60,3,28,28,28,29,28,28,28,29,27,27,27,31,29,29,29,31,32,29,29,29,32,30,28,28,28,30,64,65
L. Nestor,31,CB,CB,177.8,69.3,Right,0,475000.0,2000,831000.0,57,39,69,63,38.0,42,29.0,29,65,52,63,51,61.0,61,71.0,52,91.0,75,74,42,65,65.0,38.0,42.0,49,59.0,66,67,65.0,15,7,12,13,14,1642,342,3,2,Medium,Medium,1,56,43,55,49,66,73,3,51,51,51,50,49,49,49,50,50,50,50,53,56,56,56,53,62,64,64,64,62,63,66,66,66,63,18,66
M. Guerreyro,32,RM,RM RW,177.8,69.3,Right,0,0.0,0,0.0,71,35,42,66,46.0,69,61.0,62,66,69,72,69,67.0,67,61.0,38,53.0,68,66,53,61,57.0,57.0,67.0,69,69.0,30,56,51.0,11,14,13,13,14,1714,360,3,3,Medium,Medium,1,70,43,67,68,47,65,9,54,54,54,64,61,61,61,64,64,64,64,66,64,64,64,66,62,60,60,60,62,59,54,54,54,59,19,67
E. Caprile,18,GK,GK,190.5,73.35000000000001,Right,18,350000.0,1000,919000.0,11,7,11,25,8.0,13,11.0,14,23,15,33,33,40.0,43,33.0,46,50.0,28,51,9,26,6.0,6.0,30.0,18,33.0,13,11,14.0,63,59,61,58,63,932,337,3,1,Medium,Medium,1,63,59,61,63,33,58,24,21,21,21,19,20,20,20,19,21,21,21,21,21,21,21,21,19,21,21,21,19,19,20,20,20,19,59,60
W. Katsande,34,CDM,CDM CM CB,177.8,77.4,Right,0,900000.0,500,2000000.0,55,59,67,70,68.0,67,51.0,42,66,69,65,65,60.0,61,74.0,67,62.0,73,78,61,87,75.0,56.0,60.0,69,62.0,66,71,73.0,15,7,9,8,10,1886,404,3,3,Medium,Medium,1,65,62,62,67,70,78,4,64,64,64,63,64,64,64,63,64,64,64,64,66,66,66,64,68,70,70,70,68,68,71,71,71,68,16,71
A. Erlingmark,22,CB,CDM CM,187.96,79.2,Right,7,825000.0,1000,1200000.0,49,52,68,65,39.0,56,41.0,33,57,63,56,68,61.0,65,62.0,66,55.0,75,73,57,79,66.0,60.0,59.0,44,59.0,66,66,59.0,10,11,9,14,12,1716,374,3,2,Low,High,1,63,55,57,59,66,74,5,61,61,61,59,60,60,60,59,60,60,60,60,62,62,62,60,63,65,65,65,63,64,67,67,67,64,17,66
J. Bolingi,26,ST,ST LM,187.96,73.35000000000001,Right,2,1300000.0,13000,0.0,64,70,75,66,58.0,67,39.0,24,44,70,71,76,65.0,67,65.0,68,80.0,87,65,58,65,31.0,71.0,65.0,66,68.0,34,43,31.0,8,14,5,9,9,1730,378,3,3,High,Low,1,74,66,59,68,40,71,5,69,69,69,68,69,69,69,68,67,67,67,68,62,62,62,68,57,53,53,53,57,55,51,51,51,55,16,69
A. Martín Arias,27,GK,GK,185.42,78.3,Right,3,2700000.0,2000,3800000.0,20,19,14,29,12.0,18,17.0,14,22,22,58,44,44.0,71,57.0,55,68.0,35,62,15,28,27.0,19.0,28.0,23,35.0,20,18,16.0,73,67,73,70,75,1233,408,3,1,Medium,Medium,1,73,67,73,75,50,70,4,32,32,32,29,30,30,30,29,29,29,29,30,28,28,28,30,30,29,29,29,30,29,29,29,29,29,71,72
Y. Suzuki,24,ST,ST,182.88,74.25,Right,5,2400000.0,8000,3700000.0,67,70,82,73,67.0,68,47.0,40,64,68,71,70,68.0,67,68.0,69,75.0,78,65,57,68,38.0,71.0,69.0,70,68.0,40,48,25.0,14,5,8,8,8,1806,386,3,3,High,Medium,1,70,67,67,68,45,69,37,70,70,70,69,69,69,69,69,69,69,69,69,66,66,66,69,58,57,57,57,58,56,54,54,54,56,15,70
A. Rentería,26,ST,ST LM,177.8,78.3,Right,1,1100000.0,1000,0.0,58,62,62,62,67.0,73,71.0,65,48,71,76,82,78.0,61,67.0,74,73.0,69,68,62,58,21.0,62.0,51.0,56,55.0,20,22,17.0,12,11,15,12,16,1722,365,3,3,Medium,Low,1,79,64,58,72,25,67,3,67,67,67,67,66,66,66,67,64,64,64,65,57,57,57,65,49,45,45,45,49,46,41,41,41,46,18,68
L. Mancuso,28,ST,ST LW RW,182.88,76.5,Right,0,1800000.0,3000,2800000.0,62,73,61,64,70.0,70,63.0,41,57,70,72,80,80.0,72,80.0,69,68.0,85,67,64,50,36.0,75.0,66.0,70,68.0,40,22,20.0,5,12,10,13,11,1798,382,4,3,High,Low,1,76,70,62,72,34,68,9,70,70,70,70,70,70,70,70,69,69,69,70,64,64,64,70,55,52,52,52,55,52,46,46,46,52,17,70
R. Quijada,31,CB,CB LB,185.42,72.45,Left,0,575000.0,500,1200000.0,67,37,70,64,25.0,46,51.0,32,24,65,66,63,35.0,64,41.0,29,72.0,78,59,26,71,65.0,43.0,41.0,40,50.0,70,70,65.0,6,8,6,15,16,1530,336,2,2,Low,Medium,1,64,33,52,51,69,67,5,50,50,50,53,51,51,51,53,50,50,50,56,53,53,53,56,66,62,62,62,66,67,67,67,67,67,17,67
Y. Karamoh,21,RM,RM RW,185.42,76.5,Right,7,9500000.0,22000,19000000.0,67,68,65,73,66.0,82,67.0,44,65,79,79,77,72.0,70,65.0,69,67.0,69,60,70,50,29.0,72.0,73.0,65,73.0,23,31,26.0,14,10,10,8,12,1797,387,4,4,High,Medium,1,78,69,69,79,31,61,83,71,71,71,74,74,74,74,74,74,74,74,74,68,68,68,74,56,53,53,53,56,52,45,45,45,52,17,75
B. Moe,28,CB,CB,182.88,79.2,Right,1,875000.0,2000,1200000.0,40,34,64,66,34.0,51,36.0,31,56,59,65,71,56.0,68,60.0,63,72.0,71,76,48,68,69.0,37.0,43.0,38,66.0,67,67,65.0,6,15,7,6,9,1618,357,3,2,High,Medium,1,68,43,51,55,67,73,6,54,54,54,52,53,53,53,52,54,54,54,55,57,57,57,55,63,65,65,65,63,64,68,68,68,64,15,68
K. Sardella,18,RWB,RB LB,177.8,63.45,Right,17,1200000.0,2000,2600000.0,67,32,49,72,42.0,72,55.0,49,67,74,76,72,79.0,58,78.0,48,72.0,58,52,34,61,57.0,45.0,54.0,31,57.0,55,67,65.0,8,14,8,6,10,1687,364,4,2,Medium,Medium,1,74,37,65,73,59,56,142,53,53,53,62,59,59,59,62,62,62,62,64,62,62,62,64,65,63,63,63,65,64,60,60,60,64,15,66
Cristo Romero,20,LB,LB LM,172.72,61.65,Left,12,1100000.0,2000,1900000.0,59,36,52,58,29.0,69,48.0,39,50,61,70,75,61.0,60,77.0,29,56.0,74,48,35,59,59.0,54.0,36.0,44,47.0,61,66,70.0,9,10,13,9,8,1584,344,3,3,Medium,Medium,1,73,35,51,66,62,57,12,51,51,51,58,54,54,54,58,55,55,55,59,55,55,55,59,64,59,59,59,64,64,60,60,60,64,15,66
L. Abubakar,25,CB,CB,182.88,81.45,Right,5,1100000.0,3000,1700000.0,34,31,63,65,28.0,41,33.0,26,63,50,51,66,55.0,63,51.0,37,81.0,67,83,29,73,66.0,24.0,39.0,38,49.0,65,70,67.0,11,6,15,15,12,1518,332,2,2,Medium,High,1,59,32,50,47,67,77,14,46,46,46,45,45,45,45,45,47,47,47,48,53,53,53,48,59,64,64,64,59,61,68,68,68,61,17,68
J. Güemez,28,CB,CDM CM,175.26,79.2,Right,1,3100000.0,15000,5500000.0,66,60,62,68,72.0,63,73.0,58,66,71,60,61,65.0,63,60.0,82,84.0,76,89,75,86,71.0,63.0,67.0,51,72.0,66,72,71.0,10,10,7,13,10,1971,415,3,3,High,High,1,61,68,67,65,69,85,7,67,67,67,65,66,66,66,65,66,66,66,65,68,68,68,65,68,71,71,71,68,68,72,72,72,68,16,72
E. Montejano,18,ST,ST,175.26,73.35000000000001,Right,16,275000.0,1000,639000.0,36,67,62,52,41.0,55,48.0,33,37,55,52,53,59.0,56,64.0,54,64.0,53,67,55,28,19.0,57.0,52.0,68,54.0,21,20,21.0,10,12,6,12,8,1397,294,3,2,High,Low,1,53,60,45,56,24,56,9,58,58,58,54,56,56,56,54,54,54,54,52,49,49,49,52,39,38,38,38,39,37,36,36,36,37,15,58
A. Walker,20,CB,CB RB,182.88,70.65,Right,10,100000.0,2000,195000.0,40,27,50,50,28.0,35,24.0,29,45,44,64,63,59.0,47,60.0,41,73.0,53,65,24,56,52.0,30.0,37.0,33,47.0,52,52,52.0,10,14,5,14,12,1340,290,2,2,Medium,High,1,63,30,42,42,52,61,3,41,41,41,42,40,40,40,42,41,41,41,44,43,43,43,44,50,50,50,50,50,51,54,54,54,51,16,54
J. Vásquez,25,RM,RM ST,175.26,77.4,Right,3,800000.0,1000,1100000.0,68,62,46,59,59.0,69,63.0,59,52,64,82,76,74.0,59,71.0,71,47.0,66,88,63,39,16.0,66.0,60.0,57,53.0,24,20,20.0,13,13,6,7,12,1651,365,3,3,Medium,Medium,1,79,64,60,68,23,71,3,65,65,65,66,65,65,65,66,64,64,64,65,57,57,57,65,49,44,44,44,49,45,38,38,38,45,16,66
R. Malinovskyi,27,CM,CM CF,180.34,78.3,Left,1,14000000.0,58000,24900000.0,79,73,75,82,70.0,81,85.0,88,81,82,68,71,62.0,74,65.0,90,71.0,81,79,87,78,66.0,70.0,79.0,83,75.0,61,72,50.0,6,6,12,15,13,2155,453,4,4,High,High,1,70,79,81,78,66,79,187,77,77,77,77,78,78,78,77,78,78,78,78,79,79,79,78,72,74,74,74,72,70,70,70,70,70,17,79
I. Diveev,20,CB,CB,193.04,84.15,Right,13,1900000.0,12000,4200000.0,34,27,67,71,30.0,56,32.0,57,68,62,62,60,42.0,67,41.0,53,71.0,63,76,29,62,68.0,36.0,52.0,35,63.0,73,71,70.0,14,14,9,11,6,1589,349,3,2,Medium,High,1,61,34,57,56,71,70,41,51,51,51,51,53,53,53,51,55,55,55,55,60,60,60,55,63,68,68,68,63,64,69,69,69,64,17,69
Ismael Casas,19,RB,RB,175.26,61.65,Right,14,1500000.0,2000,3300000.0,66,37,52,61,37.0,64,61.0,41,62,56,80,78,72.0,63,70.0,31,65.0,75,59,30,66,66.0,67.0,45.0,50,63.0,58,64,61.0,11,14,14,6,6,1688,363,3,2,Medium,Medium,1,79,37,58,63,61,65,37,54,54,54,60,57,57,57,60,57,57,57,62,59,59,59,62,65,62,62,62,65,65,61,61,61,65,15,67
T. Rieder,26,CB,CDM CB RB,185.42,76.5,Right,3,725000.0,2000,1100000.0,48,27,59,66,38.0,39,31.0,38,50,68,61,63,59.0,65,66.0,46,68.0,69,76,30,70,66.0,29.0,39.0,48,59.0,65,71,66.0,8,9,10,8,9,1565,338,3,2,Medium,Medium,1,62,33,51,52,67,73,5,48,48,48,49,48,48,48,49,50,50,50,52,55,55,55,52,63,65,65,65,63,64,67,67,67,64,15,66
J. Piotrowski,22,CAM,CM CDM,187.96,79.2,Right,6,875000.0,7000,1600000.0,63,60,63,69,39.0,70,54.0,63,66,70,67,64,66.0,61,58.0,71,65.0,67,70,66,68,65.0,60.0,66.0,51,65.0,60,66,61.0,8,5,6,8,7,1803,394,4,3,High,Medium,1,65,62,66,69,63,69,9,64,64,64,66,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,65,64,65,65,65,64,13,66
M. Butean,23,RM,RB,180.34,70.65,Right,6,925000.0,3000,0.0,69,49,44,66,57.0,65,59.0,58,60,66,73,74,73.0,69,68.0,61,70.0,70,63,60,55,57.0,69.0,65.0,40,63.0,60,67,65.0,14,10,12,14,6,1808,384,2,2,Medium,Medium,1,74,55,65,66,60,64,3,61,61,61,66,64,64,64,66,65,65,65,66,65,65,65,66,66,63,63,63,66,65,61,61,61,65,17,67
L. Giannetti,26,CB,CB,182.88,78.3,Right,5,8000000.0,15000,12600000.0,35,31,69,73,27.0,46,32.0,30,49,66,68,72,54.0,69,55.0,49,83.0,75,83,29,71,75.0,30.0,48.0,39,65.0,79,77,75.0,13,13,13,8,15,1651,366,3,2,Medium,High,1,70,34,53,54,76,79,18,52,52,52,52,52,52,52,52,54,54,54,55,59,59,59,55,68,70,70,70,68,70,75,75,75,70,19,75
M. Pinnock,25,RM,RM CM ST,190.5,68.4,Left,1,525000.0,2000,958000.0,68,54,45,62,52.0,64,62.0,54,56,62,76,81,77.0,54,64.0,66,62.0,60,68,54,45,46.0,60.0,55.0,56,58.0,45,48,45.0,8,14,16,10,9,1698,368,3,3,Medium,Medium,1,79,57,61,64,46,61,4,60,60,60,63,61,61,61,63,61,61,61,63,58,58,58,63,58,54,54,54,58,56,51,51,51,56,15,64
Rui Pedro,19,ST,ST,182.88,74.25,Right,14,1900000.0,4000,0.0,34,68,62,65,61.0,69,69.0,40,56,70,66,70,72.0,68,62.0,72,71.0,68,63,56,67,31.0,68.0,59.0,66,65.0,17,20,18.0,9,13,6,8,10,1654,348,3,3,Medium,Medium,1,68,66,55,69,25,65,5,67,67,67,64,67,67,67,64,66,66,66,63,60,60,60,63,47,48,48,48,47,44,42,42,42,44,16,68
Beobide,28,CDM,CDM CM,177.8,69.3,Right,0,350000.0,4000,0.0,50,40,49,71,40.0,50,45.0,53,57,65,72,73,74.0,63,82.0,67,79.0,75,72,46,78,64.0,49.0,58.0,46,,58,63,51.0,9,6,9,6,11,1731,372,3,2,Medium,High,1,73,47,60,59,59,74,3,56,56,56,58,58,58,58,58,59,59,59,60,61,61,61,60,62,64,64,64,62,62,63,63,63,62,14,64
B. Jacobsen,26,CDM,CDM CM,190.5,84.15,Right,1,575000.0,3000,762000.0,49,55,65,66,49.0,60,41.0,40,64,63,57,55,56.0,59,62.0,63,58.0,80,80,50,70,63.0,56.0,58.0,42,59.0,59,63,57.0,12,9,10,15,9,1695,368,3,2,Medium,High,1,56,55,58,61,61,77,3,60,60,60,58,59,59,59,58,60,60,60,60,62,62,62,60,61,64,64,64,61,61,64,64,64,61,16,65
S. Schipplock,31,ST,ST,185.42,83.25,Right,0,575000.0,8000,1000000.0,62,61,69,63,70.0,61,53.0,47,40,64,66,69,62.0,67,52.0,74,76.0,60,80,59,79,42.0,65.0,58.0,59,62.0,40,30,27.0,8,7,9,7,6,1692,365,3,3,High,Medium,2,68,64,57,62,39,75,11,66,66,66,63,64,64,64,63,62,62,62,62,57,57,57,62,53,51,51,51,53,51,52,52,52,51,14,66
M. Ducksch,26,ST,ST,187.96,78.3,Right,3,3900000.0,21000,6500000.0,66,75,72,65,73.0,64,74.0,67,42,72,66,67,63.0,74,63.0,74,71.0,66,73,68,55,29.0,75.0,53.0,62,65.0,27,35,22.0,6,12,7,12,16,1766,369,3,3,Medium,Medium,1,67,73,60,67,34,68,19,72,72,72,68,69,69,69,68,66,66,66,66,60,60,60,66,53,49,49,49,53,50,47,47,47,50,18,72
A. Hoffmann,27,CB,CB,190.5,83.25,Right,1,3100000.0,18000,5200000.0,49,29,74,67,23.0,51,27.0,31,64,62,49,56,53.0,71,56.0,61,62.0,54,78,34,72,70.0,52.0,55.0,42,63.0,73,75,71.0,6,14,8,9,9,1607,347,2,2,Medium,Medium,1,53,38,57,56,73,70,18,54,54,54,53,54,54,54,53,56,56,56,55,60,60,60,55,63,68,68,68,63,65,72,72,72,65,16,72
Borja Bastón,27,ST,ST,185.42,81.45,Right,0,4300000.0,12000,6900000.0,51,75,77,69,76.0,62,68.0,46,54,74,41,54,61.0,74,35.0,80,57.0,66,87,71,61,23.0,78.0,65.0,72,70.0,55,32,24.0,6,9,10,9,13,1735,365,4,3,Medium,Medium,2,48,75,61,65,41,75,23,73,73,73,65,69,69,69,65,68,68,68,64,64,64,64,64,51,54,54,54,51,49,52,52,52,49,16,73
D. Zakaria,23,CDM,CDM CB CM,190.5,79.2,Right,4,30500000.0,45000,54100000.0,68,66,67,83,35.0,78,64.0,46,76,80,81,85,68.0,84,64.0,74,65.0,80,87,63,89,81.0,65.0,76.0,38,84.0,84,84,80.0,12,12,7,13,11,2066,465,3,3,Medium,Medium,1,83,64,75,77,81,85,674,73,73,73,75,76,76,76,75,76,76,76,77,78,78,78,77,80,82,82,82,80,80,81,81,81,80,20,83
R. Inglese,28,ST,ST,185.42,84.15,Right,0,6000000.0,31000,10800000.0,39,78,90,65,70.0,68,68.0,36,35,73,43,58,50.0,70,51.0,78,79.0,57,79,68,40,19.0,78.0,42.0,72,71.0,30,13,12.0,14,11,10,13,7,1616,335,3,3,Medium,Medium,2,51,75,49,67,27,66,23,74,74,74,63,68,68,68,63,63,63,63,61,56,56,56,61,43,43,43,43,43,41,43,43,43,41,18,74
L. Kwadwo,23,CB,LB CB,187.96,77.4,Left,6,450000.0,3000,788000.0,60,21,63,60,24.0,53,50.0,27,48,58,62,66,64.0,55,62.0,49,76.0,70,76,30,58,58.0,31.0,38.0,31,52.0,57,65,63.0,12,9,7,8,13,1524,334,3,2,Medium,Medium,1,64,30,52,56,61,71,3,47,47,47,50,47,47,47,50,48,48,48,53,51,51,51,53,61,59,59,59,61,61,63,63,63,61,15,63
T. Smith,21,ST,ST,177.8,66.60000000000001,Right,11,220000.0,2000,0.0,33,61,48,54,49.0,63,52.0,30,40,60,78,80,75.0,55,72.0,55,59.0,59,45,49,30,15.0,55.0,51.0,57,57.0,21,16,16.0,15,8,9,8,9,1427,311,3,2,Medium,Medium,1,79,56,46,63,21,46,5,58,58,58,59,59,59,59,59,58,58,58,57,50,50,50,57,41,37,37,37,41,39,32,32,32,39,15,58
B. Fernández,25,CAM,ST RM,175.26,69.3,Right,2,2200000.0,8000,3500000.0,64,70,64,71,62.0,68,71.0,70,65,69,78,83,82.0,70,80.0,77,73.0,62,58,67,51,24.0,73.0,70.0,60,71.0,25,26,22.0,9,10,16,7,13,1810,376,4,3,High,Medium,1,81,70,68,70,29,58,17,70,70,70,71,71,71,71,71,71,71,71,70,64,64,64,70,52,49,49,49,52,49,43,43,43,49,17,70
I. Opara,31,CB,CB,187.96,81.45,Right,0,4900000.0,8000,7400000.0,24,30,77,70,44.0,52,40.0,45,62,54,79,88,73.0,71,64.0,58,91.0,74,85,29,82,72.0,50.0,48.0,47,65.0,70,76,70.0,9,16,13,7,8,1778,385,2,2,Medium,High,1,84,38,52,56,73,82,62,57,57,57,54,56,56,56,54,56,56,56,57,60,60,60,57,65,69,69,69,65,68,75,75,75,68,17,75
L. Southwood,22,GK,GK,185.42,71.55,Right,12,525000.0,2000,1100000.0,11,9,16,29,7.0,16,11.0,10,25,22,54,58,58.0,54,59.0,50,48.0,32,39,7,44,14.0,4.0,56.0,12,48.0,18,11,14.0,65,64,66,62,62,1107,375,3,1,Medium,Medium,1,65,64,66,62,56,62,9,25,25,25,27,28,28,28,27,30,30,30,28,28,28,28,28,25,26,26,26,25,25,24,24,24,25,62,63
J. Jervis,27,RM,RM LM ST,190.5,81.45,Right,0,475000.0,5000,0.0,59,60,61,62,35.0,62,30.0,29,42,60,83,83,72.0,63,57.0,62,59.0,80,76,56,55,24.0,60.0,54.0,68,61.0,33,38,22.0,9,11,14,14,6,1599,364,3,2,High,High,1,83,59,54,62,34,72,3,63,63,63,63,63,63,63,63,61,61,61,63,56,56,56,63,53,48,48,48,53,50,46,46,46,50,16,64
S. Prcić,26,CM,CM CDM,180.34,75.60000000000001,Right,2,2800000.0,18000,5800000.0,71,59,46,75,57.0,73,69.0,69,73,72,55,61,71.0,68,64.0,67,53.0,73,65,62,65,72.0,63.0,73.0,63,68.0,70,70,67.0,15,10,7,15,12,1905,399,4,3,Medium,Medium,1,58,62,73,72,68,66,7,63,63,63,68,67,67,67,68,69,69,69,69,71,71,71,69,70,71,71,71,70,68,66,66,66,68,19,71
S. Cáceres,20,CB,CB,180.34,76.5,Right,12,1300000.0,8000,2500000.0,52,30,63,65,37.0,49,25.0,41,64,65,62,65,54.0,64,62.0,58,82.0,71,78,32,66,66.0,22.0,36.0,51,55.0,68,65,65.0,13,15,9,16,8,1619,350,2,2,Medium,High,1,64,37,53,56,66,74,39,50,50,50,50,49,49,49,50,50,50,50,54,56,56,56,54,64,65,65,65,64,64,67,67,67,64,18,67
B. Sweat,28,LB,LB LWB,187.96,78.3,Left,0,650000.0,3000,975000.0,64,39,64,64,42.0,66,61.0,49,65,68,66,70,62.0,64,64.0,55,77.0,67,68,38,72,65.0,64.0,68.0,40,68.0,67,66,63.0,15,12,8,15,8,1776,376,2,3,Medium,Medium,1,68,43,64,66,66,69,21,59,59,59,62,61,61,61,62,63,63,63,64,64,64,64,64,66,66,66,66,66,65,66,66,66,65,18,67
G. Thorne,26,CDM,CDM,187.96,83.25,Right,0,725000.0,4000,1300000.0,58,53,62,68,54.0,60,55.0,51,66,66,47,51,57.0,68,64.0,65,61.0,57,73,58,67,66.0,53.0,68.0,50,73.0,66,67,63.0,16,12,16,11,12,1761,364,3,3,Medium,Medium,1,49,56,64,62,66,67,3,60,60,60,59,60,60,60,59,62,62,62,60,64,64,64,60,62,66,66,66,62,62,66,66,66,62,19,67
M. Dolan,27,CAM,CM,180.34,77.4,Left,0,130000.0,2000,228000.0,60,52,48,62,46.0,61,70.0,59,57,62,61,62,69.0,53,71.0,66,72.0,59,69,60,54,43.0,51.0,64.0,45,68.0,50,47,40.0,14,14,10,7,6,1664,353,2,2,Medium,Medium,1,62,56,62,62,47,64,6,57,57,57,59,58,58,58,59,60,60,60,59,58,58,58,59,54,54,54,54,54,52,52,52,52,52,15,58
C. Daniel,32,LB,LB,180.34,72.45,Left,0,230000.0,2000,403000.0,61,54,48,62,55.0,64,53.0,54,52,61,76,74,74.0,52,64.0,70,80.0,75,80,54,49,54.0,54.0,49.0,52,47.0,58,58,56.0,15,6,11,15,11,1751,382,2,2,High,Medium,1,75,57,57,64,56,73,4,60,60,60,61,59,59,59,61,59,59,59,61,57,57,57,61,61,58,58,58,61,61,59,59,59,61,16,63
Quindimil,20,CB,CB CDM,187.96,84.15,Right,9,350000.0,1000,613000.0,32,29,54,34,37.0,32,34.0,32,31,42,63,63,46.0,55,49.0,49,67.0,62,74,28,54,59.0,33.0,30.0,45,43.0,59,72,72.0,5,9,13,12,7,1383,298,2,2,Medium,Medium,1,63,34,32,38,64,67,5,43,43,43,39,40,40,40,39,37,37,37,40,40,40,40,40,54,52,52,52,54,57,61,61,61,57,14,61
T. Domgjoni,21,RM,CDM CM,177.8,73.35000000000001,Right,13,975000.0,3000,2000000.0,58,51,61,64,63.0,66,65.0,55,63,68,71,70,70.0,65,73.0,67,68.0,79,66,60,61,61.0,61.0,62.0,50,68.0,64,59,64.0,6,14,9,14,13,1841,386,4,3,High,Medium,1,70,57,62,67,62,68,11,62,62,62,64,64,64,64,64,64,64,64,65,64,64,64,65,65,64,64,64,65,65,63,63,63,65,17,65
J. Djourou,32,CB,CB,190.5,86.4,Right,0,1500000.0,18000,2200000.0,44,35,74,57,34.0,31,42.0,39,44,45,62,66,53.0,68,34.0,42,65.0,49,85,28,70,72.0,44.0,46.0,48,67.0,69,72,71.0,16,15,13,7,14,1554,331,3,2,Medium,Medium,2,64,36,49,39,71,72,9,50,50,50,46,47,47,47,46,47,47,47,48,50,50,50,48,60,62,62,62,60,63,70,70,70,63,19,71
Cristian,31,CDM,CM CDM CAM,180.34,74.25,Right,0,2000000.0,50000,0.0,70,64,63,76,44.0,68,67.0,78,77,70,72,71,63.0,72,57.0,84,49.0,84,75,78,78,72.0,70.0,70.0,78,,72,72,66.0,13,12,15,7,9,2016,431,2,2,Medium,Low,1,71,71,73,68,71,77,3,69,69,69,70,72,72,72,70,72,72,72,72,73,73,73,72,72,74,74,74,72,72,70,70,70,72,14,73
E. Girdvainis,27,CB,CB CDM,187.96,81.45,Right,2,375000.0,2000,572000.0,35,19,62,64,24.0,34,35.0,26,60,43,62,61,58.0,61,58.0,38,72.0,63,75,23,50,65.0,24.0,35.0,39,61.0,64,65,63.0,5,7,12,10,12,1424,307,3,2,Medium,Medium,1,61,25,48,42,64,67,4,42,42,42,41,41,41,41,41,43,43,43,45,50,50,50,45,57,60,60,60,57,59,63,63,63,59,14,63
Caio Milaçar,24,CAM,CAM,170.18,66.60000000000001,Right,0,3400000.0,9000,6500000.0,59,72,47,75,69.0,75,68.0,64,60,75,68,64,75.0,74,86.0,60,46.0,68,49,63,41,43.0,68.0,76.0,73,79.0,17,32,30.0,10,11,12,11,13,1754,362,4,4,Medium,Medium,1,66,68,69,76,31,52,4,67,67,67,71,71,71,71,71,72,72,72,70,68,68,68,70,55,53,53,53,55,51,42,42,42,51,18,72
B. Mee,30,CB,CB,180.34,81.45,Left,0,10000000.0,56000,19000000.0,59,36,79,62,29.0,59,45.0,31,63,65,60,64,63.0,78,67.0,60,89.0,67,80,39,83,81.0,40.0,60.0,42,74.0,80,81,78.0,15,7,12,10,14,1798,384,3,2,Medium,High,1,62,42,59,63,80,78,46,57,57,57,57,57,57,57,57,58,58,58,60,63,63,63,60,70,73,73,73,70,72,79,79,79,72,19,79
